Date,Time,Title,Buy-in Per Player,Platforms,Team Size,Tournament Type (Ex: Single Elimination),Players in Match,Number of Teams Registered,Series Type (Ex: Best of 3),Prize Pool,Profit
"November 15, 2022",5:50 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,29,Best of 1,$10,-10.0
"November 15, 2022",5:23 PM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$36,4.0
"November 15, 2022",4:27 PM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75,-30.0
"November 15, 2022",3:56 PM,2v2 $50 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$58,12.0
"November 15, 2022",3:23 PM,2v2 CONSOLE SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$46,-4.0
"November 15, 2022",2:25 PM,3v3 PROMOD SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$45,15.0
"November 15, 2022",1:33 PM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50,-20.0
"November 15, 2022",12:45 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,21,Best of 1,$10,-10.0
"November 15, 2022",11:20 AM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$50,20.0
"November 15, 2022",10:50 AM,1v1 1ND *VAZNEV ONLY* HP,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9,3.0
"November 15, 2022",9:27 AM,3v3 $75 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$75,-33.0
"November 15, 2022",4:20 AM,3v3 $75 GTD 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$75,-54.0
"November 15, 2022",3:20 AM,2v2 $50 GTD 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$50,-22.0
"November 15, 2022",2:20 AM,1v1 1ND *SCAR ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$14,-2.0
"November 15, 2022",1:50 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$28,4.0
"November 15, 2022",1:20 AM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$75,-15.0
"November 15, 2022",12:50 AM,2v2 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$12,2.0
"November 14, 2022",11:50 PM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$62,18.0
"November 14, 2022",11:20 PM,3v3 1ND *RACEWAY ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33,3.0
"November 14, 2022",10:55 PM,2v2 $50 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50,-10.0
"November 14, 2022",10:20 PM,4v4 $100 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,4,Best of 1,$100,-20.0
"November 14, 2022",9:50 PM,2v2 $50 GTD 1ND AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$70,0.0
"November 14, 2022",9:20 PM,4v4 1ND *DOLLAR ENTRY* MWII HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,11,Best of 1,$36,8.0
"November 14, 2022",8:57 PM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75,-30.0
"November 14, 2022",8:32 PM,3v3 $210 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,8,Best of 3,$210,30.0
"November 14, 2022",7:29 PM,2v2 $56 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$56,24.0
"November 14, 2022",7:00 PM,3v3 *NO GOLDS* MWII SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$78,12.0
"November 14, 2022",6:25 PM,4v4 $100 GTD VARIANT,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,6,Best of 3,$100,20.0
"November 14, 2022",5:50 PM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$34,6.0
"November 14, 2022",5:29 PM,3v3 $75 GTD 1ND *NO SNIPES* SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75,-30.0
"November 14, 2022",4:40 PM,4v4 $20 FE 1ND HP,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,29,Best of 1,$20,-20.0
"November 14, 2022",3:57 PM,3v3 $75 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 3,$75,30.0
"November 14, 2022",3:28 PM,3v3 $120 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$120,0.0
"November 14, 2022",2:09 PM,2v2 $20 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,30,Best of 1,$20,-20.0
"November 14, 2022",1:27 PM,2v2 $50 GTD *NO SMOKES* SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$50,6.0
"November 14, 2022",12:30 PM,3v3 $75 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$75,-33.0
"November 14, 2022",10:25 AM,1v1 CONSOLE SND,$7.5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 3,$19,3.5
"November 14, 2022",9:28 AM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$50,-8.0
"November 14, 2022",7:25 AM,1v1 1ND *NO SMOKES* SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9,3.0
"November 14, 2022",4:50 AM,2v2 $50 GTD 1ND AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50,-8.0
"November 14, 2022",3:30 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27,-3.0
"November 14, 2022",2:20 AM,2v2 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$12,0.0
"November 14, 2022",12:20 AM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$56,-6.0
"November 13, 2022",11:20 PM,3v3 $75 GTD 1ND *NO SMOKES* SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$75,0.0
"November 13, 2022",10:50 PM,3v3 $75 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75,-30.0
"November 13, 2022",10:25 PM,4v4 $100 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 1,$100,-40.0
"November 13, 2022",9:50 PM,2v2 $50 GTD 1ND AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$50,10.0
"November 13, 2022",9:35 PM,3v3 $150 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$150,-15.0
"November 13, 2022",8:37 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,36,Best of 1,$10,-10.0
"November 13, 2022",8:30 PM,2v2 $100 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$100,0.0
"November 13, 2022",7:46 PM,2v2 1ND HP,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$34,14.0
"November 13, 2022",7:00 PM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$100,-25.0
"November 13, 2022",6:22 PM,3v3 $93 GTD 1ND *NO SNIPES* SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$93,12.0
"November 13, 2022",5:17 PM,3v3 $2000 GTD Caizzers x Netox COED SND (NA + EU),$10,"['xbox', 'playstation', 'battle.net']",3,double elimination,3v3,27,Best of 3,$2178,-1368.0
"November 13, 2022",4:17 PM,4v4 *NO PREVIOUS WINNERS* DOUBLE ELIM VARIANT,$7,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,19,Best of 3,$412,120.0
"November 13, 2022",2:40 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,29,Best of 1,$15,-15.0
"November 13, 2022",2:22 PM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$50,-22.0
"November 13, 2022",2:20 PM,CXP PRESEASON OPEN #1 (CXP SEASON PASS REQUIRED),$0,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,10,Best of 3,$200,-200.0
"November 13, 2022",12:27 PM,2v2 $50 GTD CONSOLE ONLY SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 3,$28,-14.0
"November 13, 2022",9:20 AM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$50,-22.0
"November 13, 2022",2:30 AM,1v1 1ND *VAZNEV ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,1,Best of 1,$8,-4.0
"November 13, 2022",1:35 AM,3v3 1ND PROMOD SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27,-3.0
"November 13, 2022",12:25 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$40,-8.0
"November 12, 2022",11:50 PM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$75,15.0
"November 12, 2022",11:20 PM,2v2 $50 GTD 1ND *NO SMOKES* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50,-10.0
"November 12, 2022",10:50 PM,3v3 $75 GTD 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27,3.0
"November 12, 2022",10:23 PM,4v4 $100 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,6,Best of 1,$100,20.0
"November 12, 2022",9:54 PM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75,-30.0
"November 12, 2022",9:18 PM,4v4 *DOLLAR ENTRY* 1ND HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,14,Best of 1,$52,4.0
"November 12, 2022",9:00 PM,2v2 $100 GTD 1ND AR/SMG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$100,-55.0
"November 12, 2022",6:30 PM,3v3 $150 GTD SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 3,$150,-30.0
"November 12, 2022",5:23 PM,4v4 *DOLLAR ENTRY* VARIANT,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,16,Best of 3,$44,20.0
"November 12, 2022",4:30 PM,3v3 $75 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$75,-33.0
"November 12, 2022",3:25 PM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 3,$58,26.0
"November 12, 2022",2:20 PM,3v3 $120 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 3,$120,30.0
"November 12, 2022",12:30 PM,3v3 $75 SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 3,$42,-21.0
"November 12, 2022",12:20 PM,1v1 *SCAR ONLY* 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 1,$9,-1.0
"November 12, 2022",10:25 AM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$50,-8.0
"November 12, 2022",3:15 AM,2v2 1ND *DOLLAR ENTRY* MWII SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,0,Best of 1,$4,-4.0
"November 12, 2022",2:15 AM,2v2 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 1,$18,-8.0
"November 12, 2022",1:30 AM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75,-30.0
"November 12, 2022",12:40 AM,2v2 1ND CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$42,8.0
"November 12, 2022",12:30 AM,2v2 $20 GTD 1ND AR/SMG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$20,-4.0
"November 11, 2022",11:35 PM,3v3 $75 GTD 1ND *NO SNIPES* SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$75,-15.0
"November 11, 2022",10:55 PM,2v2 $100 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$100,-40.0
"November 21, 2022",1:20 AM,2v2 $50 GTD 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50,-8.0
"November 20, 2022",1:29 PM,2v2 $50 GTD SMG ONLY SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$50,6.0
"November 20, 2022",12:19 PM,1v1 1ND KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$14,2.0
"November 20, 2022",11:19 AM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$50,-8.0
"November 20, 2022",1:40 AM,2v2 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$8,2.0
"November 20, 2022",12:25 AM,3v3 $75 GTD 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75,-12.0
"November 19, 2022",11:50 PM,2v2 $50 GTD 1ND AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$50,10.0
"November 19, 2022",10:50 PM,1v1 $50 GTD 1ND KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$50,-20.0
"November 19, 2022",9:50 PM,2v2 $50 GTD 1ND *NO SMOKES* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$50,20.0
"November 19, 2022",9:25 PM,4v4 $100 GTD 1ND SND,$6,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 1,$100,-28.0
"November 19, 2022",8:50 PM,2v2 $100 GTD 1ND KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$100,20.0
"November 19, 2022",6:45 PM,2v2 1ND AR/SMG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$46,10.0
"November 19, 2022",4:53 PM,4v4 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,10,Best of 1,$32,8.0
"November 19, 2022",4:22 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$100,44.0
"November 19, 2022",2:55 PM,4v4 NO T32 MWII VARIANT,$7,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,27,Best of 3,$500,256.0
"November 19, 2022",12:57 PM,3v3 PROMOD SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$42,18.0
"November 19, 2022",12:10 PM,1v1 1ND KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,9,Best of 1,$28,8.0
"November 19, 2022",11:50 AM,1v1 CONSOLE SND,$7,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 3,$13,1.0
"November 19, 2022",2:20 AM,3v3 1ND PROMOD SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$42,18.0
"November 19, 2022",1:50 AM,2v2 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$10,6.0
"November 19, 2022",1:00 AM,$108switch,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$108,-108.0
"November 19, 2022",12:20 AM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$50,10.0
"November 18, 2022",11:50 PM,1v1 $50 GTD 1ND WARZONE 2 KILLRACE,$7.5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$50,-12.5
"November 18, 2022",10:53 PM,3v3 $75 GTD 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$75,30.0
"November 18, 2022",10:27 PM,4v4 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$28,4.0
"November 18, 2022",9:23 PM,2v2 $50 GTD 1ND AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$50,20.0
"November 18, 2022",9:00 PM,3v3 $75 GTD 1ND *NO SNIPES* SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$75,-15.0
"November 18, 2022",7:55 PM,2v2 FEMALE ONLY SND @ILUHVLY,$8,"['xbox', 'playstation', 'battle.net']",2,double elimination,2v2,2,Best of 3,$28,4.0
"November 18, 2022",7:45 PM,4v4 *DOLLAR ENTRY* 1ND HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,14,Best of 1,$44,12.0
"November 18, 2022",7:23 PM,2v2 *NO CODAGENT GOLDS* SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$24,4.0
"November 18, 2022",6:31 PM,3v3 $600+ CONSOLE PRESTIGE SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,17,Best of 3,$540,-540.0
"November 18, 2022",5:31 PM,4v4 $400 GTD SND @Crxsed_,$7.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,7,Best of 1,$400,-190.0
"November 18, 2022",4:20 PM,3v3 $30 FE 1ND CONSOLE SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$30,-30.0
"November 18, 2022",3:56 PM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$50,20.0
"November 18, 2022",2:31 PM,3v3 $75 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$75,9.0
"November 18, 2022",1:25 PM,2v2 $100 GTD KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$100,-20.0
"November 18, 2022",1:15 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,12,Best of 1,$10,-10.0
"November 18, 2022",10:23 AM,2v2 $50 GTD *NO SMOKES* SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$50,20.0
"November 18, 2022",1:20 AM,2v2 1ND *DOLLAR ENTRY* MWII SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$10,4.0
"November 18, 2022",12:49 AM,1v1 1ND *SCAR ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9,3.0
"November 18, 2022",12:19 AM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50,0.0
"November 17, 2022",11:19 PM,3v3 $100 GTD 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$99,6.0
"November 17, 2022",9:50 PM,1v1 $50 GTD 1ND WARZONE 2 KILL RACE,$7,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$50,-22.0
"November 17, 2022",9:19 PM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$50,20.0
"November 17, 2022",8:19 PM,4v4 1ND *DOLLAR ENTRY* MWII SND,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,7,Best of 1,$24,4.0
"November 17, 2022",6:37 PM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50,-10.0
"November 17, 2022",5:40 PM,2v2 KC PIONEERS x PARADOX FREE ENTRY SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,27,Best of 3,$0,0.0
"November 17, 2022",4:46 PM,2v2 $10 FE 1ND SHOOTHOUSE HP,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$10,-10.0
"November 17, 2022",4:28 PM,3v3 $75 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$75,9.0
"November 17, 2022",3:45 PM,4v4 $20 FE 1ND HP,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,12,Best of 1,$20,-20.0
"November 17, 2022",3:28 PM,3v3 CONSOLE ONLY SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$39,6.0
"November 17, 2022",2:45 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,11,Best of 1,$10,-10.0
"November 17, 2022",2:28 PM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$50,20.0
"November 16, 2022",11:05 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,18,Best of 1,$15,-15.0
"November 16, 2022",10:10 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,29,Best of 1,$10,-10.0
"November 16, 2022",9:00 PM,2v2 $10 FE 1ND SHOOTHOUSE SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,22,Best of 1,$10,-10.0
"November 16, 2022",7:53 PM,2v2 *SCAR ONLY* SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$32,-4.0
"November 16, 2022",5:36 PM,4v4 *DOLLAR ENTRY* VARIANT,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,9,Best of 3,$28,8.0
"November 15, 2022",10:30 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,17,Best of 1,$15,-15.0
"November 15, 2022",5:50 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,28,Best of 1,$10,-10.0
"November 15, 2022",2:25 PM,3v3 PROMOD SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 3,$45,0.0
"November 15, 2022",1:50 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$28,-4.0
"November 15, 2022",1:20 AM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$75,-30.0
"November 14, 2022",11:50 PM,2v2 $50 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$62,8.0
"November 14, 2022",10:20 PM,4v4 $100 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 1,$100,-40.0
"November 14, 2022",9:50 PM,2v2 $50 GTD 1ND AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$70,-10.0
"November 14, 2022",8:57 PM,3v3 $75 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$75,-45.0
"November 14, 2022",8:32 PM,3v3 $210 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 3,$210,0.0
